record_number,name_en,name_fr,document_types_en,document_types_fr
PS CSCCB 02,National Crime Prevention Strategy,Stratégie nationale de la prévention du crime,"Grants and Contributions payment information, project assessments, budgets, payment schedules, contracts, proposals, evaluation criteria and reports, policies, statements of work, funding proposals including drafts, logic models, work plans, evaluation plans, interview and final project reports, manuals, guides, letters of support.","Information sur les paiements de subventions et contributions, analyses de projets, budgets, calendriers de paiements, contrats, propositions, critères d'évaluation et rapports, politiques, énoncés de travail, propositions de financement incluant les ébauches, modèles logiques, plans de travail, plans d'évaluation, entrevues et rapports finaux sur les activités, manuels, guides, lettres d'appui."
PS CSCCB 14,Crime,Criminalité,"Briefing notes, reference materials, guides and reports.","Notes d'information, documents de référence, guides et rapports."
PSCSCCB 15,Counterfeit Examiners,Inspecteurs de la contrefaçon,"Briefing notes, reference materials and correspondence.","Notes d'information, documents de référence et correspondance."
PS CSCCB 16,Fingerprint Examiner,Préposé aux empreintes digitales,"Briefing notes, standards, reference materials and correspondence.","Notes d'information, normes, documents de référence et correspondance."
PS NCSB 09,"Part VI, Criminal Code - Invasion of Privacy",Partie VI du Code criminel - Atteintes à la vie privée,"Briefing notes, reports and correspondence.","Notes d'information, rapports et correspondance."
PS CSCCB 17,RCMP and Policing,GRC et services de police,"Briefing notes, proposals, research reports, annual reports, memoranda, policies, agreements, frameworks, protocols and procedures. Notes: Information previously found under ""Policing Policy""","Notes d'information, propositions, rapports de recherche, rapports annuels, notes de service, politiques, ententes, cadres, protocoles et procédures. Notes : Renseignements précédemment soumis/trouvé sous « Politique en matière de police »"
PS CSCCB 18,Serious and Organized Crime,Crimes graves et crime organisé,"Briefing notes, proposals, research reports, evaluation criteria, memoranda and policies, frameworks, gap analysis, standards, consultation materials, plans, agreements, contract and statements of work. Notes: Information previously found under ""Law Enforcement Border Strategies""","Notes d'information, propositions, rapports de recherche, critères d'évaluation, notes de service et politiques, cadres, analyses des écarts, normes, matériel de consultation, plans, ententes, contrats et énoncés de travaux. Notes : Renseignements précédemment soumis/trouvé sous « Application de la loi et Stratégies frontalières »"
PS CSCCB 03,First Nations Policing Program,Programme des services de police des Premières Nations,"Reports, emails, correspondence, policies, briefing notes, memoranda, agreements, contracts, decks, mandates, financial statements, directives, travel claims, estimates, audits, reviews, procedures. Format: Photographs Note: The First Nations Policing Program was formerly known as the Indian Policing Program.","Rapports, courriels, correspondance, politiques, notes d'information, notes de service, accords, contrats, présentations, mandats, états financiers, directives, demandes de remboursement de frais de voyages, estimations de flux de trésorerie, contrôles, examens, procédures. Format : Photographies Note : Le Programme des services de police des Premières Nations était anciennement connu sous le nom de Programme des services de police dans les réserves."
PS CSCCB 01,Grant and Contribution Program for National Voluntary Organizations and National Flagging System,Les programmes de subventions et de contributions pour les organismes nationaux de bénévolat et le Système national de repérage,"Grants and contributions applications, budgets, financial statements, annual reports, publications, e-mails, correspondence, memos, recommendations, and decks.","Subventions et contributions, demandes de financement, budgets, états financiers, rapports annuels, publications, correspondance, courriels, notes de service, recommandations et présentations."
PS CSCCB 04,Community Corrections,Services correctionnels communautaires,"Memoranda, emails, correspondence, research studies, research summaries, user reports and overviews, applications for grants and contributions, budgets, financial statements, annual reports, contribution agreements, recommendations for approval, project proposals, contract information records, cash flow budget sheets, quarterly reports from vendors, briefing notes, decks, talking points, Memoranda to Cabinet, Treasury Board Submissions, travel claims, audits, evaluations, financial statements, budget transfers, statements of work, work plans, Letters of Agreement, travel requests, training requests, Aboriginal People's Collection, and mailing and distribution lists.","Notes de service, courriels, correspondance, monographies, sommaires de recherches, rapports et résumés d'utilisateurs, demandes de subventions et contributions, budgets, états financiers, rapports annuels, accords de contribution, recommandations d'approbation, propositions de projets, dossiers d'information relatifs à des contrats, budget des mouvements de trésorerie, rapports trimestriels des fournisseurs, notes d'information, dossiers de présentation, points de discussion, mémoires au Cabinet, présentations au Conseil du Trésor, demandes de remboursement de frais de voyage, vérifications, évaluations, états financiers, virements budgétaires, énoncés des travaux, plans de travail, lettres d'entente, demandes de voyage, demandes de formation, Collection sur les Autochtones, et des listes d'adresses et de distribution."
PS CSCCB 05,Conditional Release,Mise en liberté sous condition,"Memoranda, emails, correspondence, research studies, research summaries, user reports, overviews and corrections and conditional release statistical overview.","Notes de service, courriels, correspondance, monographies, sommaires de recherches, rapports d'utilisateurs, résumés et corrections, et aperçu statistique du système correctionnel et la mise en liberté sous condition."
PS CSCCB 06,Correctional Administration,Administration des services correctionnels,"Memoranda, emails, correspondence, research studies, research summaries, user reports, overviews and corrections and conditional release statistical overview.","Notes de service, courriels, correspondance, monographies, sommaires de recherches, rapports d'utilisateurs, résumés et corrections, et aperçu statistique du système correctionnel et la mise en liberté sous condition."
PS CSCCB 09,Institutional Corrections,Services correctionnels en établissement,"Memoranda, emails, correspondence research studies, research summaries, user reports, overviews and corrections and conditional release statistical overview.","Notes de service, courriels, correspondance, monographies, sommaires de recherches, rapports d'utilisateurs, résumés et corrections, et aperçu statistique du système correctionnel et la mise en liberté sous condition."
PS CSCCB 07,Corrections Policy,Politique correctionnelle,"Memoranda, emails, correspondence, question period notes, decks, recommendations documents, briefing and discussion papers, policy documents, Memoranda to Cabinet, Treasury Board Submissions, communications materials, speeches, backgrounders, research studies, research summaries, user reports and overviews.","Notes de service, courriels, correspondance, notes pour la période de questions, dossiers de présentation, documents de recommandations, notes d'information, documents de discussion, documents de politique, mémoires au Cabinet, présentations au Conseil du Trésor, produits de communication, discours, documents d'information, monographies, sommaires de recherches, rapports et résumés d'utilisateurs."
PS CSCCB 10,International Transfer of Offenders,Transfèrement de détenus d'un pays à un autre,"Memoranda, emails, correspondence.","Notes de service, courriels, correspondance."
PS CSCCB 08,Criminal Justice,Justice pénale,"Memoranda, emails, correspondence, question period notes, decks, recommendations documents, briefing and discussion papers, policy documents, communications materials, speeches, backgrounders, research studies, research summaries, user reports and overviews.","Notes de service, courriels, correspondance, notes pour la période de questions, dossiers de présentation, documents de recommandations, notes d'information, documents de discussion, documents de politiques, produits de communication, discours, documents d'information, monographies, sommaires de recherches, rapports et résumés d'utilisateurs."
PS CSCCB 11,National Office for Victims,Bureau national pour les victimes d'actes criminels,"Memoranda, emails, correspondence, reports, notes, letters of agreement, minutes of consultations, contracts, statements of work, proposals, presentations, decks, question period notes, briefing notes, information guides, work plans, brochures, Memoranda to Cabinet and Treasury Board Submissions","Notes de services, courriels, correspondance, rapports, notes, lettres d'entente, procès-verbaux des consultations, contrats, énoncés de travail, propositions, présentations, notes pour la période de question, notes d'information, guides d'information, plans de travail, dépliants, mémoires au Cabinet, présentations au Conseil du Trésor."
PS CSCCB 12,Special Offender Populations,Délinquants spéciaux,"Memoranda, emails, correspondence, research studies, research summaries, user reports, overviews and corrections and conditional release statistical overview.","Notes de service, courriels, correspondance, monographies, sommaires de recherches, rapports d'utilisateurs, résumés et corrections et aperçu statistique du système correctionnel et la mise en liberté sous condition."
PS EMPB 12,Emergency Management Policy,Politique de gestion des urgences,"Legislation, policies, memoranda, briefing notes, Treasury Board submissions, Question Period cards, presentations, speeches, contracts, statements of work, records of decision, agendas, questions and answers, terms of reference, budgets, hospitality claims, fact/information sheets, ministerial correspondence, reports, invitations, pamphlets, Letters of Agreement, calendars, proposals, speaking notes, organizational descriptions and membership lists (including the Emergency Management Strategy for Canada).","Lois, politiques, notes de service et d'information, présentations au Conseil du Trésor, fiches pour la période de questions, présentations, discours, contrats, énoncés de travail, comptes rendus de décisions, ordres du jour, questions et réponses, mandats, budgets, demandes de remboursement des dépenses, documents d'information, correspondance ministérielle, rapports, invitations, brochures, lettres d'entente, calendriers, propositions, notes d'allocution, descriptions de l'organisation et listes de membres (y compris la Stratégie de gestion des urgences pour le Canada)."
PS EMPB 09,Federal/Provincial/Territorial Outreach and Stakeholder Engagement,"Sensibilisation fédérale, provinciale et territoriale et mobilisation des intervenants","Memoranda, briefing notes and books, Question Period notes, reports, plans, presentations, evaluations, agreements, procedures, policies, strategies, maps, emails, lists, agendas, records of decisions, letters, contracts, requests for proposals and press releases.","Notes, notes et livres d'information, notes pour la période de questions, rapports, plans, présentations, évaluations, ententes, procédures, politiques, stratégies, cartes, courriels, listes, ordres du jour, comptes rendus de décisions, lettres, contrats, demandes de propositions et communiqués de presse."
PS EMPB 01,Emergency Management Exemplary Service Award,Prix pour service exemplaire en gestion des urgences,"Briefing notes, presentations, contact lists, nomination forms, procedures, recommendations, selection criteria, and terms of reference.","Notes d'information, présentations, listes de personnes-ressources, formulaires de mise en candidature, procédures, recommandations, critères de sélection et mandat."
PS EMPB 14,National Disaster Mitigation Program (NDMP),Programme national d'atténuation des catastrophes (PNAC),"Proposals, evaluation criteria, memoranda, Terms and Conditions, program guidelines, emails, letters and correspondence, guides, forms, presentations, reports, terms of reference, news releases, and agreements.","Propositions, critères d'évaluation, notes de service, modalités, lignes directrices de programme, courriels, lettres, guides, formulaires, présentations, rapports, mandats, communiqués et ententes."
PS EMPB 18,National Search and Rescue (SAR) Program,Programme national de recherche et de sauvetage (PNRS),"National SAR Program strategic directions, annual priorities, coordination centres, planning directives and program plans. Policies, guidelines, standards, statistical information and trend analysis, reports. Memorandum of Understanding and Agreements between partners for funding programs and program elements such as COSPAS-SARSAT, prevention, communications, knowledge management and lessons learned. These files may contain material in the following formats: written format such as Microsoft Word, Excel, PowerPoint and PDFs, and in the case of lessons learned in databases which can be selectively accessed.","Les directives nationales stratégiques, les priorités annuelles, les centres de coordination et les plans de programme du Programme national de R-S. Les politiques, les lignes directrices, les normes, l'information statistique et les analyses et les rapports sur les tendances. Les protocoles d'entente et les accords entre les partenaires pour les programmes de financement et les éléments des programmes, comme COSPAS-SARSAT, la prévention, la communication, la gestion des connaissances et les leçons apprises. Ces dossiers peuvent comprendre du matériel dans les formats suivants : format écrit comme Microsoft Word, Excel, PowerPoint et PDF, et dans le cas des leçons retenues dans les bases de données auxquelles on peut accéder de façon sélective."
PS EMPB 03,Business Continuity Planning Program,Programme de planification de la continuité des activités,"Briefing notes, memoranda, assessments, contracts, emails, forms, guides, invitations, legacy documents, agendas, organizational descriptions, plans, policies and procedures, presentations, reference materials, reports and surveys.","Notes d'information, notes de service, évaluations, contrats, courriels, formulaires, guides, invitations, anciens documents, ordres du jour, description de l'organisation, plans, politiques et procédures, exposés, documents de référence, rapports et sondages."
PS EMPB 04,Canadian Emergency Management College,Collège canadien de gestion des urgences,"Reports, contracts, e-mails, memoranda, letters, statements of work, evaluation criteria, procedures, policies, standard course training applications, medical evaluation forms, course evaluation feedback forms and online course registration forms. Note: The College ceased the delivery of programming to provincial/territorial and municipal emergency managers and first responders effective April 2012, with the facility itself closing in December 2012.","Les documents contiennent les demandes normales de formation, formulaires d'évaluation médicale, commentaires d'évaluation des cours et formulaires d'inscription électronique, rapports, formulaires de demandes, contrats, courriels, notes de service, lettres, critères d'évaluation des énoncés de travail, procédures et politiques ministérielles. Note : Le Collège a cessé la livraison de programmation aux gestionnaires d'urgence provinciaux/territoriaux et municipaux et les premiers intervenants depuis avril 2012, alors que l'établissement a été fermé en décembre 2012."
PS EMPB 08,Continuity of Constitutional Government,Continuité de l'État constitutionnel (CEC),"Briefing notes, charts, contracts, correspondence, forms, guides, legacy documents, agendas, organizational descriptions, plans, presentations and reports.","Notes d'information, diagrammes, contrats, correspondance, formulaires, guides, documents patrimoniaux, ordres du jour, descriptions de l'organisation, plans, exposés et rapports."
PS EMPB 07,Continuity of Government Business Technology Systems,Systèmes de technologie des activités de la continuité du gouvernement,"Briefing notes, memoranda, records of decision, status reports, presentations, policies and procedures.","Notes d'information, notes de service, comptes rendus de décisions, rapports d'étape, exposés, politiques et procédures."
PS EMPB 10,Response and Interoperability,Intervention et interopérabilité,"Strategies, plans, policies, procedures, reports, memoranda, briefing notes and books, contracts, statements of work, organizational descriptions, emails, budgets, agendas, presentations and speeches.",
PS EMPB 11,Emergency Management Planning,Planification de la gestion des urgences,"Assessments, briefing notes, charts, collection of federal emergency management plans, contracts, correspondence, memoranda, methodology, procedures, policies, invitations, presentations, and reports. Format: Video","Évaluations, notes d'information, tableaux, ensemble de plans fédéraux de gestion des urgences, contrats, correspondances, méthodologies, procédures, politiques, invitations, présentations, courriels et rapports."
PS EMPB 15,International Association of Fire Fighters (IAFF),Association internationale des pompiers,"Proposals, evaluation criteria, memoranda, Terms and Conditions, program guidelines, emails, letters and correspondence, guides, forms, presentations, reports, terms of reference, news releases, and agreements.","Propositions, critères d'évaluation, notes de service, modalités, lignes directrices de programme, courriels, lettres, guides, formulaires, présentations, rapports, mandats, communiqués et ententes."
PS EMPB 05,Emergency Management Operations,Opérations de gestion des urgences,"Memoranda, briefing notes and books, Question Period notes, reports, plans, presentations, evaluations, agreements, procedures, policies, maps, emails, lists, agendas, records of decision, letters, contracts and requests for proposals.","Notes de services, notes d'information et dossiers préparatoires, notes pour la période de questions et notes des hauts fonctionnaires, avertissements, analyses et évaluations, avis, rapports de situation, comptes rendus de décisions, avis de sécurité, demandes d'aide, présentations, plans, analyses après action, rapports budgétaires, financiers et ministériels, ententes, procédures, modèles, manuels et protocoles, mappages et géomatique, courriels, enregistrements vocaux, listes de distribution, ordres du jour, procès-verbaux, lettres, contrats et demandes de proposition."
PS EMPB 17,Disaster Financial Assistance Arrangements,Accords d'aide financière en cas de catastrophe,"Orders in Council, briefing notes, Memoranda to Cabinet, ministerial correspondence, presentations, news releases, emails, voice recordings, questions and answers, Question Period Notes, Parliamentary questions, guidelines, reference materials, Terms and Conditions, charts, reports, budgets, audit reports, speaking notes, Treasury Board submissions.","Notes d'information, notes de service, correspondance ministérielle, communiqués, courriels, enregistrements vocaux, questions et réponses, questions parlementaires, lignes directrices, modalités, documents de référence, graphiques, rapports, budgets, rapports de vérification, notes d'allocution, décrets, présentations au Conseil du Trésor."
PS EMPB 16,Lac-Mégantic,Lac-Mégantic,"Proposals, evaluation criteria, memoranda, Terms and Conditions, program guidelines, emails, letters and correspondence, guides, forms, presentations, reports, terms of reference, news releases, and agreements.","Propositions, critères d'évaluation, notes de service, modalités, lignes directrices de programme, courriels, lettres, guides, formulaires, présentations, rapports, mandats, communiqués et ententes."
PS EMPB 19,Heavy Urban Search and Rescue (HUSAR) Program,Recherche et sauvetage en milieu urbain à l'aide d'équipement lourd (RSMUEL),"Memoranda to Cabinet, Treasury Board submissions, program guidelines, Terms and Conditions, proposals, evaluation criteria, forms, presentations, reports, terms of reference, news releases, emails, briefing notes, guides, letters and correspondence, speaking notes, and agreements.","Mémoires au Cabinet, présentations au Conseil du Trésor, lignes directrices du programme, conditions, propositions, critères d'évaluation, formulaires, présentations, rapports, mandats, communiqués de presse, courriels, notes d'information, guides, lettres, correspondance, notes d'allocution et ententes."
PS EMPB 20,Emergency Management Volunteers,Bénévoles en gestion des urgences,"Briefing notes, memoranda, charts, contracts, invitations, emails, reports, budgets, agendas, presentations, speeches, evaluations, plans, policies and procedures.","Notes d'information, notes de service, tableaux, contrats, invitations, courriels, rapports, budgets, ordres du jour, présentations, discours, évaluations, plans, politiques et procédures."
PS EMPB 21,Residential Flood Insurance,Assurance habitation contre les inondations,"Briefing notes, invitations, emails, reports, budgets, agendas, presentations, speeches, terms of reference, charts, letters and correspondence, and plans.","Notes d'information, invitations, courriels, rapports, budgets, ordres du jour, présentations, discours, mandats, tableaux, lettres, correspondance, plans."
PS CSCCB 22,Assault-Style Firearm Compensation Program,Programme d'indemnisation pour les armes à feu de style arme d'assaut,"Advisories, administrative services, agendas, agreements, assessments and arrangements, audits, briefing notes, budgets, business continuity plans, change requests, change logs, charts, communications plans, compliance checklists, contingency plans, contracts, consent forms, consultations, correspondence, data retention and disposal policies, decision logs, emails, estimates, financial reconciliation reports, forms, guides, issue logs, key performance indicator reports, legal advice, lessons learned reports, manuals, meeting notes, memorandum to Cabinet, monitoring reports, news releases, operating procedures, payment plans, payment requisitions, performance dashboards, plans, policies, presentations, privacy impact assessments, procedures, procurement records, proposals, Question Period notes, records of decision, reports, research studies, research summaries, reviews, risk assessments, script directives, speaking notes, stakeholder engagement records, security accreditation packages, statements of work and Treasury Board submissions, training materials, templates, threat and risk assessments, trackers and web content.","Accords, audits, avis, avis juridiques, budgets, communiqués de presse, comptes rendus de décision, consultations, contenu Web, contrats, correspondance, courriels, demandes de modification, demandes de paiement, directives de scénario, dossiers d'accréditation de sécurité, dossiers d'approvisionnement, dossiers de participation des parties prenantes, énoncés de travail et présentations au Conseil du Trésor, estimations, études de recherche, évaluations des facteurs relatifs à la vie privée, évaluations des menaces et des risques, évaluations des risques, évaluations et arrangements, formulaires, formulaires de consentement, graphiques, guides, listes de contrôle de conformité, manuels, matériel de formation, mémorandums au Cabinet, modèles, notes d'allocution, notes de la période de questions, notes de réunion, notes d'information, ordres du jour, outils de suivi, plans, plans de communication, plans de continuité des activités, plans de paiement, plans d'urgence, politiques, politiques de conservation et d'élimination des données, présentations, procédures, procédures opérationnelles, propositions, rapports, rapports de rapprochement financier, rapports de suivi, rapports sur les indicateurs de performance clés, rapports sur les leçons apprises, registres des décisions, registres des modifications, registres des problèmes, résumés de recherche, revues, services administratifs et tableaux de bord de performance."
SP SSCRC 13,,Stratégies d'application de la loi aux frontières,,"Propositions législatives, mémoires au Cabinet, présentations au Cabinet, notes d'information, points de discussions, recommandations relatives aux réunions, rapports de recherche, politiques, ententes, cadres, protocoles et procédures"
SP SGUP 13,,Programme des exercices nationaux,,"Notes d'information, notes de service, diagrammes, contrats, invitations, courriels, rapports, budgets, ordres du jour, exposés, discours, descriptions de l'organisation, avis de dotation, évaluations, plans, politiques et procédures."
