record_number,name_en,name_fr,document_types_en,document_types_fr
CIRNAC NAO 276,Employment Northern,Emploi dans le Nord,"Includes studies, surveys, reports, statistics, memoranda of understanding, correspondence, briefing notes and other briefing materials.","Études, enquêtes, rapports, statistiques, protocoles d'entente, correspondance, notes d'information et autres documents d'information."
CIRNAC NAO 396,Circumpolar,Affaires circumpolaires,"Briefing notes, reports, action plan, strategic plan and memorandum of understanding.","Notes d'information, rapports, plan d'action, plan stratégique et protocole d'entente."
CIRNAC NAO 266,Northern Economic Development,Développement économique du Nord,"Studies, briefing notes, presentations, correspondence and committee minutes.","Études, notes d'information, présentations, correspondance et comptes rendus du comité."
CIRNAC NAO 203,Devolution of Health Services,Transfert des responsabilités liées aux services de santé,"Devolution transfer agreements, processes, lists, contracts, meeting agendas, minutes, program related documents, briefing notes, decks, and other briefing materials, correspondence and health devolution negotiations documents, as well as providing supporting advice.","Documents sur le transfert des responsabilités, processus, listes, marchés, ordres du jour de réunions, procès-verbaux, documents liés aux programmes, notes d'information, dossiers de présentation et autres documents d'information, correspondance, documents sur la négociation du transfert des responsabilités des services de santé, documents d'information fournissant des conseils à l'appui."
CIRNAC NAO 180,Hospital and Physician Services Northwest Territories and Nunavut,"Services hospitaliers et services de médecins, Territoires du Nord-Ouest et Nunavut","Grant agreements, briefing materials, correspondence, meeting agendas, minutes, correspondence and e-mails.","Accords de subvention, documents d'information, correspondance, ordres du jour de réunions, procès-verbaux et courriels."
CIRNAC NAO 1008,Climate Change Adaptation Program,Programme d'adaptation aux changements climatiques,"Briefing notes, presentations, project proposals, project proposal submission criteria and templates, evaluation criteria and project assessment results, funding and other financial arrangements, correspondence to and from project proponents, contractual arrangements, contribution agreements, project reports, program policies and operational procedures.","Notes d'information, présentations, propositions de projets, critères et gabarits pour soumissions de propositions de projets, évaluations de critères et résultats d'évaluation de projet, financements et autres arrangements financiers, correspondance de la part des promoteurs de projet, arrangements contractuels, accords de contribution, rapports de projet, politiques du programme et procédures opérationnelles."
CIRNAC NAO 156,Advisory Committee on Northern Development,Comité consultatif de la mise en valeur du Nord,"Sub-committees on communications, science and technology, transportation, finance, employment of Indigenous peoples in the North, Northern training programs, agendas, and minutes.","Sous-comités sur les communications, les sciences et la technologie, le transport, les finances, l'emploi des Autochtones du Nord, la formation dans le Nord, les ordres du jour et les comptes rendus."
CIRNAC NAO 1005,Northern Science Policy,Politique scientifique de l'Arctique,"Documents in support of CHARS: feasibility study, design documents, tenders, construction plans, papers, correspondence and other decision documentation related to the science and technology program of CHARS Overall: briefing notes, presentations, agendas, meeting notes, agreements, memoranda of understanding, reports.","Documents à l'appui des activités de la SCREA : étude de faisabilité, documents de conception, soumissions, plans de construction, études, correspondance et autres documents de décision relatifs au programme scientifique et technologique de la SCREA. Globalement : notes de breffage, présentations, ordres du jour, notes de réunion, accords, protocoles d'entente et rapports."
CIRNAC NAO 251,Northern Water Resources,Ressources hydrauliques du Nord,"Water licenses, briefing notes, correspondence, meeting records, presentations, policy, legislation and regulations, reports, studies and surveys, financial contracts, and agreements.","Permis d'exploitation hydraulique, notes d'information, correspondance, comptes rendus de réunions, présentations, politiques, législation et règlements, rapports, études et enquêtes, contrats financiers et ententes."
CIRNAC NAO 321,"Northern Resource Legislation, Policy and Planning Regulatory Review","Examen réglementaire des lois, des politiques et de la planification relatives aux ressources du Nord","Briefing notes, presentations, correspondence, Memoranda to Cabinet, Treasury Board Submissions, articles, reports, departmental positions and advice, communication documents and strategies, meeting agendas, internal analysis documents, policy research and papers, work plans, consultation strategies and documents, draft legislation, and legislation.","Notes d'information, présentations, correspondance, mémoires au Cabinet, présentations au Conseil du Trésor, articles, rapports, points de vue et conseils ministériels, documents et stratégies de communication, ordres du jour des réunions, documents d'analyse interne, recherches et documents sur les politiques, plans de travail, stratégies et documents de consultation, projets de loi et lois."
CIRNAC NAO 296,Exploration and Geological Services,Exploration et services de recherche géologique,"Maps and reports and (including open-file maps and reports and those submitted for representation work requirements) and, also, specialized libraries for air photos and drill cores.",Cartes et rapports (y compris les cartes et rapports accessibles au public et les documents présentés dans le cadre des travaux obligatoires); bibliothèques spécialisées de photos aériennes et de carottes de forage.
CIRNAC NAO 1401,"Environmental Assessment, Conservation and Land Use Planning","Évaluation environnementale, conservation et aménagement du territoire","Environmental assessments, draft and final Northern land use plans, land use planning reviews and implementation documents, land use agreements and maps, correspondence, briefing notes, presentations, departmental positions and advice, communication documents and strategies, internal analysis documents, policy research and papers, strategic plans, state of knowledge reports, scientific publications, traditional knowledge publications, work plans, contracts, statement of work, monitoring protocols, guidance documentation, evaluation criteria, and requests for proposals.","Évaluations environnementales, plans préliminaires et finaux d'aménagement des territoires du Nord, examens et documents de mise en œuvre d'aménagements du territoire, ententes et cartes d'aménagements du territoire, correspondance, notes d'information, présentations, positions et conseils ministériels, stratégies et documents de communication, documents d'analyses internes, recherches et rapports sur les politiques, plans stratégiques, rapports sur l'état des connaissances, publications scientifiques, publications sur les savoirs traditionnels, plans de travail, contrats, énoncés de travail, protocoles de suivi, documents d'orientation, critères d'évaluation et appels de propositions."
CIRNAC NAO 246,Northern Lands,Terres du Nord,"Briefing notes, correspondence, meeting records, presentations, policy, guidelines, legislation and regulations, reports, studies and surveys, maps financial contracts, and agreements pertaining to territorial lands.","Notes d'information, correspondance, comptes rendus de réunions, présentations, politiques, lignes directrices, lois et règlements, rapports, études et enquêtes, cartes, contrats financiers et ententes concernant les terres territoriales."
CIRNAC PPU 150,Territorial Lands and Land Use Records,Terres territoriales et documents sur l'utilisation des terres,,
CIRNAC NAO 397,Arctic Regional Environmental Studies,Études environnementales régionales dans l'Arctique,"Research project proposals, funding notification letters, funding agreements, interdepartmental letters of agreement, professional services contracts, financial reports, annual summary progress reports, workshop reports, working group reports, briefing notes and press releases.","Propositions de projets de recherche, lettres de notification de financement, accords de financement, lettres d'entente interministérielle, contrats de services professionnels, rapports financiers, résumés annuels de rapports d'étape, rapports d'ateliers, rapports de groupes de travail, notes d'information et communiqués de presse."
CIRNAC NAO 306,Oil and Gas Lands,Terres pétrolifères et gazifières,"Agreements, oil and gas rights including licenses and permits, correspondence, standard data on expenditures and revenues, reporting and forecasts, assessments, policies, project files, benefits plans and annual benefits reports, register of title documents, prospectus of Northern petroleum geology, Northern Oil and Gas Bulletins, and annual reports.","Ententes, droits pétroliers et gaziers, incluant les licences et les permis, correspondance, données normalisées sur les dépenses et les recettes, rapports et prévisions, évaluations, politiques, dossiers de projets, plans de retombées économiques et rapports annuels afférents, registre des titres documentaires, prospectus sur la géologie du pétrole du Nord, bulletins Pétrole et gaz du Nord et rapports annuels."
CIRNAC NAO 1006,Environmental Studies Research Funds,Fonds pour l'étude de l'environnement,"Meeting minutes, study publications and presentations, ministerial briefings, correspondence, appointment letters, and budgets.","Comptes rendus de réunions, présentations et publications au sujet d'études, information ministérielle, correspondance, lettres de nomination et budgets."
CIRNAC NAO 201,Pipelines,Pipelines,"Pipeline proposals, briefing notes, correspondence, reports, and studies.","Projets d'aménagement d'un pipeline, notes d'information, correspondance, rapports et études."
CIRNAC NAO 286,Northern Mining administration as a quality,Exploitation minière dans le Nord en tant que qualité,"Applications, claims, maps, letters, licenses, research papers, working notes, emails, permits and reports, spread sheets, regulations and related policy instrument, requests for copies of tenure records, procedure manuals, correspondence, royalty returns, audits, requests for ministerial reviews, briefing notes, transcripts of oral hearings, meeting notes, and decisions of the official conducting reviews on behalf of the minister.","Demandes, revendications, cartes, lettres, licences, rapports de recherche, notes de travail, courriels, permis et rapports, feuilles de calcul, règlements et instruments de politique connexe, demandes de copies des documents sur les titres, manuels de procédures, correspondance, redevances, vérifications, demandes de révisions ministérielles, notes d'information, transcriptions des audiences, comptes rendus de réunions, et décisions des examens officiels menés au nom du ministre."
CIRNAC NAO 1041,Northern Contaminants Program,Programme de lutte contre les contaminants dans le Nord,"Calls for proposals, subprogram blueprints, proposal review and evaluation process and criteria, project proposals, proposal review tables, funding notification letters, comprehensive funding agreements, workshop agendas, presentations, interdepartmental letters of agreement, technical and plain-language publications, professional services contracts, financial reports, annual synopsis of research reports, project summaries, guidelines for responsible research, operational management guide, minutes of meetings, briefing notes, media lines and associated questions and answers, letters of support.","Demandes de propositions, avant-projets pour les sous-programmes, processus d'examen et d'évaluation des propositions et critères, propositions de projet, tableaux d'examen des propositions, lettres avisant d'un financement, ententes globales de financement, ordres du jour d'ateliers, présentations, lettres d'entente interministérielle, publications techniques et en langage simple, contrats de services professionnels, rapports financiers, résumés annuels des rapports de recherche, sommaires de projets, lignes directrices pour une recherche responsable, guide de gestion des opérations, procès-verbaux de réunion, notes d'information, infocapsules et questions et réponses connexes, lettres d'appui."
CIRNAC NAO 1007,Northern Contaminated Sites Program,Programme des sites contaminés du Nord,"Identification, assessment and remediation reports; remedial action plans, monitoring reports, and closure reports; policies, corporate procedures, and guidance documents; briefing notes and presentations; correspondence; legal opinions; performance and program reports; meeting records; financial reports and forecasts; contracts, statements of work, and proposals; requests for proposals; standing offer agreements; comprehensive funding agreements; interdepartmental letters of agreements; and professional service contracts.","Rapports sur la détermination, l'évaluation et l'assainissement, plans d'assainissement, rapports de surveillance et rapports de fermeture; politiques, procédures ministérielles et documents d'orientation; notes d'information et présentations; correspondance; avis juridiques; rapports sur le rendement et de programme; comptes rendus de réunions; prévisions et rapports financiers; contrats, énoncés de travail et propositions; demandes de propositions; conventions d'offre à commandes; ententes globales de financement; lettres d'entente interministérielles; et marchés de services professionnels."
CIRNAC NAO 1100,Nutrition North Canada,Nutrition Nord Canada,"Application forms, contribution agreements, evaluation criteria, budgets, risk assessments, correspondence, memoranda, policies, briefings, audit reports, reports on shipping and pricing, advisory board meeting minutes and reports, and Indigenous Services Canada's and the Public Health Agency of Canada's nutritional education program documentation.","Formulaires de demande, accords de contribution, critères d'évaluation, budgets, évaluations des risques, correspondance, notes de service, politiques, documents d'information, rapports de vérification, rapports sur l'expédition et les prix, comptes rendus des réunions du Conseil consultatif, rapports du Conseil consultatif et documentation sur les programmes d'éducation sur la nutrition de Services aux Autochtones Canada et de l'Agence de la santé publique du Canada"
CIRNAC OCS 1301,Indigenous Cultural Heritage Development,,"Acquisition forms, invoices, artists' biographies, interviews, invitations, theses, archival materials, loan agreements, relevant policy instruments, cultural reports and findings, magazines.",
CIRNAC CFO 040,Transfer Payments and Financial Policies,Paiements de transfert et politiques financières,Funding agreements.,Ententes de financement.
CIRNAC PRN 947,Materiel Services,Services du matériel,,
CIRNAC CFO 250,Public Enquiries Contact Centre Call-Tracking System,Système de suivi des appels au Centre de renseignements au public,Database records in electronic formal that include information about the request and the requestor and a brief description of the subject matter of the enquiry and the action taken by the Public Enquiries officer.,Enregistrements de base de données en version électronique qui comprennent des renseignements sur la demande et le requérant ainsi qu'une brève description de l'objet de la demande et de la mesure prise par l'agent des demandes de renseignements du public.
CIRNAC DMO 100,"Centre for Integrity, Values and Conflict Resolution","Centre de l'intégrité, des valeurs et de la résolution de conflits","Documents include case files, investigation reports, briefing notes, correspondence, emails and faxes.","Il s'agit notamment de dossiers de cas, de rapports d'investigation, de notes d'information, de correspondance, de courriels et de télécopies."
CIRNAC PSD 393,Litigation Management Oversight Directorate Files and Case Management Databases,Base de données sur la gestion de cas et de dossiers de la Direction de la surveillance de la gestion des litiges,"Case files; case summaries, databases containing key case information, legal opinions, guides and templates related to litigation management and resolution processes, court rulings, copies of court documents, correspondence between government officials, and between Canada and other parties at court, policy advice, research reports, research and evidentiary document collections, contracts and invoices for research and expert services, invoices for legal representation, out-of-court settlement documentation.","Dossiers de cas, résumés de cas, bases de données renfermant de l'information clé sur les cas, avis juridiques, guides et gabarits liés aux processus de gestion et de règlement des litiges, jugements rendus par divers tribunaux, copies de documents de procédure, correspondance entre représentants du gouvernement et entre le Canada et d'autres parties à litige, conseils stratégiques, rapports de recherche, collections de documents de recherche ou ayant trait à la preuve, contrats et factures pour des services de recherche et d'experts, factures d'honoraires d'avocats, et documentation sur les règlements extrajudiciaires."
AANDC PSD 434,Gender-Based Analysis,Analyse comparative entre les sexes,"CIRNAC'S Gender-Based Analysis Policy, CIRNAC'S Gender-Based Analysis Guides, notes on national and international conferences and on interdepartmental committee meetings on GBA+, presentations, correspondence, briefing notes, reports, communications and training tools.","Politique de RCAANC en matière d'analyse comparative entre les sexes, guides sur l'analyse comparative entre les sexes de RCAANC, notes sur les conférences nationales et internationales et les réunions du comité interministériel sur l'ACS+, présentations, correspondance, notes d'information, rapports, outils de communications et de formation."
CIRNAC AES 151,Allegations and Complaints,Allégations et plaintes,"Policy on Dealing with Allegations and Complaints; Department of Crown-Indigenous Relations and Northern Affairs Act; Indian Act, s. 3; the Financial Administration Act, s. 16(4), s. 74 to s. 80; Privacy Act, s. 8(2); Department program mandates and policies. Information on allegations (misuse or misappropriation of funds) and complaints (concerning service delivery). Documents include case files, correspondence, emails, faxes and reports.","Politique sur la gestion des allégations et des plaintes; articles 4 et 5 de la Loi sur le ministère des Affaires indiennes et du Nord canadien; article 3 de la Loi sur les Indiens; paragraphe 16(4) et articles 74 à 80 de la Loi sur la gestion des finances publiques; paragraphe 8(2) de la Loi sur la protection des renseignements personnels; mandats et politiques des programmes ministériels. Renseignements sur des allégations (mauvaise utilisation ou détournement de fonds) et sur des plaintes (relatives à la prestation de service), y compris des dossiers de cas, de la correspondance, des courriels, des télécopies et des rapports."
