record_number,name_en,name_fr,document_types_en,document_types_fr
TBS FM 138,Centre of Expertise for Real Property,Centre d’expertise en matière de biens immobiliers,Horizontal Fixed Asset Review: reports and associated documents presentations agendas terms of reference and records of discussion for the Deputy Minister Real Property Committee training materials briefing notes work plans action plans,Examen horizontal des immobilisations : Examen horizontal des immobilisations : Mandats et comptes rendus de discussion pour le Comité des sous-ministres sur les biens immobiliers Matériel de formation Notes d’information Ordres du jour Plans d’action Plans de travail Présentations Rapports et documents associés
TBS MF 134,Tools and lists,Outils et listes,,
TBS MF 450,Program official,Responsable du programme,Agenda Annual report Data base Memorandum of understanding Presentation Record of decision Terms of reference,Bases de données Comptes rendus de décisions Mandats Ordres du jour Présentations Protocoles d’entente Rapports annuels
TBS PM 290,Performance data,Données sur le rendement,,
TBS PM 280,Public service accessibility,Accessibilité au sein de la fonction publique,Background research on accessibility in other jurisdictions and other sectors Briefing notes Correspondence Guidance Reports Scenario notes Strategy plans Surveys,Correspondance Lignes directrices Notes d’information Notes de scénarios Plans stratégiques Rapports Recherches de base sur l’accessibilité dans d’autres administrations et d’autres secteurs Sondages
TBS PM 300,Agreements and tracking,Ententes et documents de suivi,"Adaptive tools or measures Central agency- or institution-specific policies, standards, guidelines or procedures Copies of relevant legislation and regulations Correspondence between employees, managers, facilitators, private sector health care providers or subject matter experts Public Service Accessibility Strategy governance framework records (such as agendas, minutes of meetings, records of decision) Reports Training materials and records","Copies des lois et des règlements pertinents Correspondance entre les employés, les gestionnaires, les facilitateurs, les fournisseurs de soins de santé du secteur privé ou les experts en la matière Documents du cadre de gouvernance de la Stratégie sur l’accessibilité au sein de la fonction publique (ordres du jour, procès-verbaux de réunions, comptes rendus des décisions) Matériel et documents de formation Mesures ou outils adaptés Politiques, normes, lignes directrices ou procédures propres aux organismes centraux ou aux institutions Rapports"
TBS PM 350,Risk and Compliance Process (RCP),,General information on RCP Information on the RCP RCP templates and guidance RCP Government-wide Report RCP presentations RCP questions and calculation methodologies,
TBS PM 250,Contact and workshop materials,Personnes-ressources et documents de formation,,
TBS PM 261,Data collection and analysis,Collecte de données et analyses,,
TBS PM 260,Additional categories,Catégories supplémentaires,,
TBS MF 262,Data and tools,Données et outils,,
TBS PM 211,Supporting materials and tools,Outils et documents justificatifs,,
TBS PM 237,Information systems for official languages and human resources in federal institutions,Systèmes d’information sur les langues officielles et les ressources humaines dans les institutions fédérales,Data tables Databases Manuals Reports Statistical output,Bases de données Manuels Rapports Résultats statistiques Tableaux de données
TBS PM 227,System for Official Languages Obligations,Système pour les obligations en langues officielles,Data tables Databases Operating procedures Reports Statistical data,Bases de données Données statistiques Procédures opérationnelles Rapports Tableaux de données
TBS MF 136,Administrative and legal,Documents administratifs et juridiques,,
TBS PM 248,Administrative and supportive functions,Fonctions administratives et de soutien,,
TBS GW 500,Pay administration,Administration de la paye,"Allowances and extra duty Action plans Agendas Analyses and rationales Briefing notes and advice to senior management Committees Correspondence Directives Guides Interpretations Legal opinions Memorandum of understanding Minutes Monitoring, reports and statistics of compensation policy and pay administration Pay administration coordination, with Public Services and Procurement Canada policy interpretation HR-to-Pay administration, bargaining agents (unions) Policies Procedures Reports and statistics Speaking note Standards","Analyses et justifications Avis juridiques Comités Coordination de l’administration de la paye avec Services publics et Approvisionnement Canada, interprétations des politiques Correspondance Directives Guides Indemnités et services supplémentaires Interprétations Normes Notes d’allocution Notes d’information et conseils à la haute direction Ordres du jour Paye — administration de la paye, agents négociateurs (syndicats) Plans d’action Politiques Procédures Procès-verbaux Protocoles d’entente Rapports et statistiques Surveillance, rapports et statistiques sur la rémunération et l’administration de la paye"
TBS PM 249,Third-party and administrative proceedings,Procédures administratives et de tiers,,
TBS PM 252,Complaints and grievances,Plaintes et griefs,,
TBS PM 253,Advisory and support services,Services de consultation et de soutien,,
TBS PM 254,Agreements and initiatives,Ententes et initiatives,,
TBS PM 201,Corporate Liaison and Strategic Management,Liaison ministérielle et gestion stratégique,"Compensation and Comparability Review Compensation Policy Framework Labour relations advice (Treasury Board submission) LRCO corporate requests, reports and policy analysis LRCO Policy Renewal and review of policy instruments National Joint Council Public Service Modernization Act* Guidelines on Co-Development and Labour–Management Consultation Committees Public Service Modernization Act* initiatives Separate agencies (*Financial Administration Act*, Schedule V)","Cadre des politiques de gestion de la rémunération Conseil national mixte Conseils des Relations de travail (présentations au Conseil du Trésor) Demandes ministérielles des Relations de travail et des opérations de rémunération, rapports et analyses de politiques Examen de la rémunération et de la comparabilité Initiatives de la *Loi sur la modernisation de la fonction publique Lignes directrices de la *Loi sur la modernisation de la fonction publique* sur l’élaboration conjointe et Comité des consultations patronales-syndicales Organismes distincts (Annexe V de la *Loi sur la gestion des finances publiques*) Renouvellement des politiques et examen des instruments de politiques des Relations de travail et des opérations de rémunération"
TBS PM 245,Staffing complaint recourse,Recours en matière de dotation,"General information on *Public Service Modernization Act,* *Public Service Employment Act*, *Federal Public Sector Labour Relations Act*, Centre of Expertise on Staffing Recourse, staffing and staffing recourse, communications liaison, directive, consultation, learning and development, measurement, research and best practices Trends and analysis Staffing complaints, 2006 to 2012 decisions, communications and liaison, legal opinions, research and best practices, regulations and procedures, learning and development, statistics and reports Complaints to the Public Service Staffing Tribunal, the resulting decisions, and related trends and statistics Staffing complaints: trends, statistics, decisions, systems Learning","Apprentissage Plaintes devant le Tribunal de la dotation de la fonction publique, décisions, tendances et statistiques connexes Plaintes en matière de dotation, décisions de 2006 à 2012, communications et liaison, avis juridiques, recherche et pratiques exemplaires, règlements et procédures, apprentissage et perfectionnement; statistiques et rapports Plaintes en matière de recours de dotation, tendances, statistiques, décisions, systèmes Renseignements généraux sur la *Loi sur la modernisation de la fonction publique* (LMFP), la *Loi sur l’emploi dans la fonction publique*, la *Loi sur les relations de travail dans la fonction publique* (LRTFP), le Centre d’expertise sur les recours en matière de dotation, la dotation et les recours en matière de dotation, les communications et la liaison, les directives, les consultations, l’apprentissage et le perfectionnement, les mesures, la recherche et les pratiques exemplaires Tendances et analyses"
TBS PM 209,Governance and events,Gouvernance et événements,,
TBS PM 202,Others,Autres,,
TBS PM 265,Relocation,Réinstallation,Relocation expense claims Copies of institution-specific policies and procedures Moving and storage company information,Demandes de remboursement des dépenses de réinstallation Exemplaires des politiques et des procédures propres à l’organisation Renseignements sur les entreprises de déménagement et d’entreposage
TBS PM 270,Workforce adjustment,Réaménagement des effectifs,,
TBS MF 135,Separate agencies,Organismes distincts,Collective agreements and terms and conditions of employment for: Canada Energy Regulator Canada Investment and Savings (inactive) Canada Revenue Agency Canadian Food Inspection Agency Canadian Institutes of Health Research Canadian Nuclear Safety Commission Canadian Security Intelligence Service Communications Security Establishment Canada Financial Consumer Agency of Canada Financial Transactions and Reports Analysis Centre of Canada Indian Oil and Gas Canada Invest in Canada Hub National Capital Commission National Film Board National Research Council Canada National Security and Intelligence Review Agency Natural Sciences and Engineering Research Council of Canada Northern Pipeline Agency Canada Office of the Auditor General of Canada Office of the Intelligence Commissioner Office of the Superintendent of Financial Institutions Canada Parks Canada Polar Knowledge Canada (listed as Canadian High Arctic Research Station in the *Financial Administration Act*) Social Sciences and Humanities Research Council of Canada Staff of the Non-Public Funds – Canadian Forces Statistical Survey Operations (inactive) The Correctional Investigator Canada,Conventions collectives et conditions d’emploi des organismes suivants : Administration du pipe-line du Nord Agence de la consommation en matière financière du Canada Administration du pipe-line du Nord Canada Agence canadienne d’inspection des aliments Agence de la consommation en matière financière du Canada Agence du revenu du Canada Bureau de l’enquêteur correctionnel du Canada Bureau du commissaire au renseignement Bureau du surintendant des institutions financières Canada Bureau du vérificateur général du Canada Centre d’analyse des opérations et déclarations financières du Canada Centre de la sécurité des télécommunications du Canada Commission canadienne de sûreté nucléaire Commission de la capitale nationale Conseil de recherches en sciences humaines du Canada Conseil de recherches en sciences naturelles et en génie du Canada Conseil national de recherches Canada Épargne et investissement Canada (inactif) Instituts de recherche en santé du Canada Office de surveillance des activités en matière de sécurité nationale et de renseignement Office national du film Opérations des enquêtes statistiques (inactif) Parcs Canada Personnel des fonds non publics des Forces canadiennes Pétrole et gaz des Indiens du Canada Portail Investir au Canada Régie de l’énergie du Canada Savoir polaire Canada (inscrit comme Station canadienne de recherche dans l’Extrême-Arctique dans la *Loi sur la gestion des finances publiques*) Service canadien du renseignement de sécurité
TBS PM 232,Employment and staffing,Emploi et dotation,Employment and staffing Moratorium or staffing freeze Part-time employment Public Service Employment Act*: review of personnel management and the merit principle Size of the public service Temporary services,Emploi à temps partiel Emploi et dotation Loi sur l’emploi dans la fonction publique :*examen de la gestion du personnel et du principe du mérite Moratoire et gel de la dotation en personnel Services temporaires Taille de la fonction publique
TBS GW 501,Documentation and guides,Documents et guides,,
TBS PM 255,Regulatory and business requirements,Exigences réglementaires et opérationnelles,,
TBS PM 320,Correspondence and invitations,Correspondance et invitations,,
TBS PM 210,Miscellaneous,Documents divers,,
TBS PM 240,Miscellaneous,Documents divers,,
TBS PM 221,Miscellaneous,Documents divers,,
TBS PM 251,Additional categories,Catégories supplémentaires,,
TBS PM 256,Documentation and reports,Documents et rapports,,
TBS PM 200,Assistant deputy minister (ADM) resourcing,Embauche de sous-ministres adjoints (SMA),ADM movement packages ADM talent management dashboards Notes for outreach meetings with OCHRO senior management Notes from talent management discussions with deputy heads Resourcing recommendations provided to deputy heads Resumés Talent management questionnaires,Curriculum vitae Documents sur le déplacement des SMA Notes pour les réunions de sensibilisation avec le SMA du Secteur des personnes et de la culture Notes tirées des discussions sur la gestion des talents par l’administrateur général Questionnaires sur la gestion des talents Recommandations d’embauche fournies aux administrateurs généraux. Tableaux de bord sur la gestion des talents des SMA
TBS PM 275,Performance management reviews,Évaluations de la gestion du rendement,Action plan reports Learning and development plans Performance agreements Performance assessments Performance improvement plans Talent management plans,Ententes sur le rendement Évaluations sur le rendement Plans d’amélioration du rendement Plans d’apprentissage et de perfectionnement Plans de gestion des talents Rapports de plans d’action
TBS PM 204,Presentations and briefings,Présentations et allocutions,,
TBS PM 205,Planning and governance,Planification et gouvernance,Agendas and records of decision Departmental Plans and Departmental Results Reports (employer component) Integrated business plans Internal governance committee terms of reference Performance information profiles Project plans and documentation,Mandat du Comité de gouvernance interne Ordres du jour et comptes rendus de décisions Plans d’activités intégrés Plans et documents de projet Plans ministériels et rapports sur les résultats ministériels (volet Employeur) Profils d’information sur le rendement
TBS PM 355,Rationales and recommendations,Justifications et propositions,,
TBS PM 236,Correspondence,,,
TBS PM 330,Correspondence and invitations,Correspondance et invitations,,
TBS PM 340,Correspondence and invitations,Correspondance et invitations,,
TBS PM 276,Common Human Resources Business Process,Processus opérationnel commun des ressources humaines,"Process maps and documentation on the CHRBP website process areas include: Human Resource Planning, Work and Organizational Design and Reporting Job and Position Management Staffing and Employee Integration Total Compensation (Pay Centre Clients and Non-Pay Centre Clients) Employee Performance, Learning, Development and Recognition Permanent and Temporary Separation Workplace Management, departmental letters of intent committing departments to implement the CHRBP","Les schémas et la documentation des processus sont accessibles sur le site Web du POCRH : Cessation d’emploi permanent et temporaire Dotation et intégration des employés Gestion des emplois et des postes Gestion du milieu de travail, lettres d’intention ministérielles engageant les organisations fédérales à mettre en œuvre le POCRH Planification des ressources humaines, conception organisationnelle et du travail et établissement de rapports Rémunération globale (clients des centres de paye et clients autres que les centres de paye) Rendement, apprentissage, perfectionnement et reconnaissance des employés"
TBS PM 399,Communication and job-related documents,Communications et documents liés au travail,,
TBS MF 149,Parliamentary and committee engagement,Mobilisation des comités et des parlementaires,,
TBS PM 243,Certification Program for the Federal Government Procurement and Materiel Management Communities,Programme de certification de la collectivité des acquisitions et de la gestion du matériel du gouvernement fédéral,Certification curriculum Committees Communiqués Equivalency requests Forms Memoranda of understanding Presentations Reports Service level agreements Working groups documents Workshops,Accords sur les niveaux de service Ateliers Comités Communiqués Demandes d’équivalence Documents destinés aux groupes de travail Formulaires Présentations Programmes de certification Protocoles d’entente Rapports
SCT GF 350,,Processus de risque et de conformité (PRC),,Informations générales sur le RCP Informations sur le RCP Modèles de RCP et conseils Présentations du RCP Questions sur le RCP et méthodes de calcul Rapport pangouvernemental du RCP
SCT GR 236,,Outils et ressources,,
SCT RH 236,,Normes de conservation et d’élimination,,
