gc_orgID,pib_count,date_captured,date_removed,status_statut,gc_orgID_conflict,harmonized_name,nom_harmonise,abbreviation,abreviation,institution_name_en,institution_name_fr,infosource_url_en,infosource_status_en,infosource_url_fr,infosource_status_fr,website,site_web,open_gov_ouvert,infobaseID,rg,pop,phoenix,match_method_en,match_score_en,match_method_fr,match_score_fr,row_key,url_key_en,url_key_fr
2232,0,2026-03-11,,a,False,Department of Justice Canada,Ministère de la Justice Canada,JUS,JUS,Department of Justice Canada,Ministère de la Justice Canada,https://www.justice.gc.ca/eng/trans/atip-aiprp/infosource/toc-tdm.html,200.0,https://www.justice.gc.ca/fra/trans/aiprp-atip/infosource/tdm-toc.html,200.0,www.justice.gc.ca,www.justice.gc.ca,jus,132.0,13.0,JUS,JUS00,exact,,exact,,gc:2232,https://justice.gc.ca/trans/atip-aiprp/infosource/toc-tdm.html,https://justice.gc.ca/trans/aiprp-atip/infosource/tdm-toc.html
2233,80,2026-03-11,,a,False,National Defence,Défense nationale,DND,MDN,National Defence,Défense nationale,https://www.canada.ca/en/department-national-defence/corporate/transparency/access-information-privacy/info-source-sources-of-federal-government-and-employee-information.html,200.0,https://www.canada.ca/fr/ministere-defense-nationale/organisation/transparence/acces-information-protection-renseignements-personnels/info-source-sources-de-renseignements-du-gouvernement-federal-et-sur-les-fonctionnaires-federaux.html,200.0,www.forces.gc.ca,www.forces.gc.ca,dnd-mdn,133.0,18.0,DND,DND00,exact,,exact,,gc:2233,https://canada.ca/department-national-defence/corporate/transparency/access-information-privacy/info-source-sources-of-federal-government-and-employee-information.html,https://canada.ca/ministere-defense-nationale/organisation/transparence/acces-information-protection-renseignements-personnels/info-source-sources-de-renseignements-du-gouvernement-federal-et-sur-les-fonctionnaires-federaux.html
2234,0,2026-03-11,,a,False,Natural Resources Canada,Ressources naturelles Canada,NRCan,RNCan,Natural Resources Canada,Ressources naturelles Canada,https://natural-resources.canada.ca/transparency/access-information-and-privacy/21403,200.0,https://ressources-naturelles.canada.ca/transparence/acces-linformation-et-protection-des-renseignements-personnels/21404,200.0,www.nrcan-rncan.gc.ca,www.nrcan-rncan.gc.ca,nrcan-rncan,134.0,41.0,RSN,RSN00,exact,,exact,,gc:2234,https://natural-resources.canada.ca/transparency/access-information-and-privacy/21403,https://ressources-naturelles.canada.ca/transparence/acces-linformation-et-protection-des-renseignements-personnels/21404
2235,10,2026-03-11,,a,False,Public Safety Canada,Sécurité publique Canada,PS,SP,Public Safety Canada,Sécurité publique du Canada,http://www.publicsafety.gc.ca/cnt/trnsprnc/nfsrc-eng.aspx,200.0,http://www.securitepublique.gc.ca/cnt/trnsprnc/nfsrc-fra.aspx,200.0,www.publicsafety.gc.ca,www.securitepublique.gc.ca,ps-sp,135.0,88.0,PSP,PSP00,exact,,exact,,gc:2235,https://publicsafety.gc.ca/cnt/trnsprnc/nfsrc-eng.aspx,https://securitepublique.gc.ca/cnt/trnsprnc/nfsrc-fra.aspx
2236,0,2026-03-11,,a,False,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,PSPC,SPAC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,http://www.tpsgc-pwgsc.gc.ca/aiprp-atip/infosource-eng.html,,http://www.tpsgc-pwgsc.gc.ca/aiprp-atip/infosource-fra.html,,www.tpsgc-pwgsc.gc.ca,www.tpsgc-pwgsc.gc.ca,pwgsc-tpsgc,136.0,127.0,SVC,SVC00,exact,,exact,,gc:2236,https://tpsgc-pwgsc.gc.ca/aiprp-atip/infosource-eng.html,https://tpsgc-pwgsc.gc.ca/aiprp-atip/infosource-fra.html
2237,14,2026-03-11,,a,False,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ECCC,ECCC,Environment and Climate Change Canada,Environnement et Changement climatique Canada,https://www.canada.ca/en/environment-climate-change/corporate/transparency/access-information-privacy/info-source.html,200.0,https://www.canada.ca/fr/environnement-changement-climatique/organisation/transparence/acces-information-protection-renseignements-personnels/info-source.html,200.0,www.canada.ca/en/environment-climate-change.html,www.canada.ca/fr/environnement-changement-climatique.html,ec,137.0,7.0,DOE,DOE00,exact,,exact,,gc:2237,https://canada.ca/environment-climate-change/corporate/transparency/access-information-privacy/info-source.html,https://canada.ca/environnement-changement-climatique/organisation/transparence/acces-information-protection-renseignements-personnels/info-source.html
2238,0,2026-03-11,,a,False,Transport Canada,Transports Canada,TC,TC,Transport Canada,Transport Canada,http://www.tc.gc.ca/eng/corporate-services/atip-infosource-934.htm,200.0,http://www.tc.gc.ca/fra/services-generaux/aiprp-infosource-934.htm,200.0,www.tc.gc.ca,www.tc.gc.ca,tc,138.0,34.0,MOT,MOT00,exact,,fuzzy,0.9697,gc:2238,https://tc.gc.ca/corporate-services/atip-infosource-934.htm,https://tc.gc.ca/services-generaux/aiprp-infosource-934.htm
2239,0,2026-03-11,,a,False,Veterans Affairs Canada,Anciens Combattants Canada,VAC,ACC,Veterans Affairs Canada,Anciens Combattants Canada,http://www.veterans.gc.ca/eng/about-us/organization/access-to-information-privacy/info-source,200.0,http://www.veterans.gc.ca/fra/about-us/organization/access-to-information-privacy/info-source,200.0,www.veterans.gc.ca,www.veterans.gc.ca,vac-acc,139.0,21.0,DVA,DVA00,exact,,exact,,gc:2239,https://veterans.gc.ca/about-us/organization/access-to-information-privacy/info-source,https://veterans.gc.ca/about-us/organization/access-to-information-privacy/info-source
2240,0,2026-08-15,,a,False,Prairies Economic Development Canada,Développement économique Canada pour les Prairies,PrairiesCan,PrairiesCan,Prairies Economic Development Canada (PrairiesCan),Développement économique Canada pour les Prairies,https://www.canada.ca/en/prairies-economic-development/corporate/transparency/information-holdings.html,200.0,https://www.canada.ca/fr/developpement-economique-prairies/organisation/transparence/fonds-renseignements.html,200.0,https://www.canada.ca/en/prairies-economic-development.html,https://www.canada.ca/fr/developpement-economique-prairies.html,prairiescan,140.0,44.0,WCO,WCO00,exact,,exact,,gc:2240,https://canada.ca/prairies-economic-development/corporate/transparency/information-holdings.html,https://canada.ca/developpement-economique-prairies/organisation/transparence/fonds-renseignements.html
2242,43,2026-03-11,,a,False,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,TBS,SCT,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,https://www.canada.ca/en/treasury-board-secretariat/corporate/transparency/treasury-board-secretariat-sources-federal-government-employee-information-info-source.html,200.0,https://www.canada.ca/fr/secretariat-conseil-tresor/organisation/transparence/secretariat-conseil-tresor-sources-renseignements-gouvernement-federal-fonctionnaires-federaux-info-source.html,200.0,www.canada.ca/en/treasury-board-secretariat/index.html,www.canada.ca/fr/secretariat-conseil-tresor/index.html,tbs-sct,326.0,56.0,TBD,TBD00,exact,,exact,,gc:2242,https://canada.ca/treasury-board-secretariat/corporate/transparency/treasury-board-secretariat-sources-federal-government-employee-information-info-source.html,https://canada.ca/secretariat-conseil-tresor/organisation/transparence/secretariat-conseil-tresor-sources-renseignements-gouvernement-federal-fonctionnaires-federaux-info-source.html
2243,34,2026-03-11,,a,False,Indigenous Services Canada,Services aux Autochtones Canada,ISC,SAC,Indigenous Services Canada,Services aux Autochtones Canada,https://www.sac-isc.gc.ca/eng/1639748667069/1639748703555,404.0,https://www.sac-isc.gc.ca/fra/1639748667069/1639748703555,404.0,www.canada.ca/en/indigenous-services-canada.html,www.canada.ca/fr/services-autochtones-canada.html,isc-sac,348.0,191.0,DIS,DIS00,exact,,exact,,gc:2243,https://sac-isc.gc.ca/1639748667069/1639748703555,https://sac-isc.gc.ca/1639748667069/1639748703555
2244,7,2026-03-11,,a,False,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,ACOA,APECA,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,https://www.canada.ca/en/atlantic-canada-opportunities/corporate/transparency/info-source-introduction1.html,200.0,https://www.canada.ca/fr/promotion-economique-canada-atlantique/organisation/transparence/introduction-a-infosource1.html,200.0,https://www.canada.ca/en/atlantic-canada-opportunities.html,https://www.canada.ca/fr/promotion-economique-canada-atlantique.html,acoa-apeca,12.0,23.0,ACO,ACO00,exact,,exact,,gc:2244,https://canada.ca/atlantic-canada-opportunities/corporate/transparency/info-source-introduction1.html,https://canada.ca/promotion-economique-canada-atlantique/organisation/transparence/introduction-a-infosource1.html
2245,0,2026-03-11,,a,False,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,IAAC,AEIC,Impact Assessment Agency of Canada,Agence d’évaluation d’impact du Canada,https://www.canada.ca/en/impact-assessment-agency/corporate/transparency/info-source.html,200.0,https://www.canada.ca/fr/agence-evaluation-impact/organisation/transparence/info-source.html,200.0,https://www.canada.ca/en/impact-assessment-agency.html,https://www.canada.ca/fr/agence-evaluation-impact.html,iaac-aeic,63.0,,IAA,DOE01,exact,,exact,,gc:2245,https://canada.ca/impact-assessment-agency/corporate/transparency/info-source.html,https://canada.ca/agence-evaluation-impact/organisation/transparence/info-source.html
2246,2,2026-03-11,,a,False,Canadian Grain Commission,Commission canadienne des grains,CGC,CCG,Canadian Grain Commission,Commission canadienne des grains,https://www.grainscanada.gc.ca/en/transparency/info/info-eng.html,200.0,https://www.grainscanada.gc.ca/fr/transparence/info/info-fra.html,200.0,www.grainscanada.gc.ca,www.grainscanada.gc.ca,cgc-ccg,69.0,133.0,CGC,CGC00,exact,,exact,,gc:2246,https://grainscanada.gc.ca/transparency/info/info-eng.html,https://grainscanada.gc.ca/transparence/info/info-fra.html
2247,0,2026-03-11,,a,False,Canadian Human Rights Commission,Commission canadienne des droits de la personne,CHRC,CCDP,Canadian Human Rights Commission,Commission canadienne des droits de la personne,https://www.chrc-ccdp.gc.ca/sites/default/files/2022-09/OTTAWAITI7-%233111281-v1-Info_Source__Sources_of_Federal_Government_and_Employee_Information_2022_FINAL.pdf,404.0,https://www.chrc-ccdp.gc.ca/sites/default/files/2022-09/OTTAWAITI7-%233111276-v1-Info_Source___Sources_de_renseignements_sur_le_gouvernement_et_les_employes_federaux_2022_FINAL.pdf,404.0,www.chrc-ccdp.gc.ca,www.ccdp-chrc.gc.ca,chrc-ccdp,71.0,75.0,HRC,HRC00,exact,,exact,,gc:2247,https://chrc-ccdp.gc.ca/sites/default/files/2022-09/OTTAWAITI7-%233111281-v1-Info_Source__Sources_of_Federal_Government_and_Employee_Information_2022_FINAL.pdf,https://chrc-ccdp.gc.ca/sites/default/files/2022-09/OTTAWAITI7-%233111276-v1-Info_Source___Sources_de_renseignements_sur_le_gouvernement_et_les_employes_federaux_2022_FINAL.pdf
2249,0,2026-03-11,,a,False,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,CanNor,CanNor,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,http://www.cannor.gc.ca/eng/1395919965310/1395920043963,404.0,http://www.cannor.gc.ca/fra/1395919965310/1395920043963,404.0,www.CanNor.gc.ca,www.CanNor.gc.ca,cannor,86.0,78.0,NED,NED00,exact,,exact,,gc:2249,https://cannor.gc.ca/1395919965310/1395920043963,https://cannor.gc.ca/1395919965310/1395920043963
2250,15,2026-03-11,,a,False,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,CSIS,SCRS,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,https://www.canada.ca/en/security-intelligence-service/corporate/transparency/access-to-information-and-privacy/info-source.html,200.0,https://www.canada.ca/fr/service-renseignement-securite/organisation/transparence/acces-a-linformation-et-protection-des-renseignements-personnels/info-source.html,200.0,https://www.canada.ca/en/security-intelligence-service.html,https://www.canada.ca/fr/service-renseignement-securite.html,csis-scrs,94.0,95.0,CSI,PAY00,exact,,exact,,gc:2250,https://canada.ca/security-intelligence-service/corporate/transparency/access-to-information-and-privacy/info-source.html,https://canada.ca/service-renseignement-securite/organisation/transparence/acces-a-linformation-et-protection-des-renseignements-personnels/info-source.html
2251,9,2026-03-11,,a,False,Canadian Space Agency,Agence spatiale canadienne,CSA,ASC,Canadian Space Agency,Agence spatiale canadienne,http://asc-csa.gc.ca/eng/transparency/aipa/info-source.asp,200.0,http://asc-csa.gc.ca/fra/transparence/aiprp/info-source.asp,200.0,www.asc-csa.gc.ca,www.asc-csa.gc.ca,csa-asc,95.0,119.0,CSA,CSA00,exact,,exact,,gc:2251,https://asc-csa.gc.ca/transparency/aipa/info-source.asp,https://asc-csa.gc.ca/transparence/aiprp/info-source.asp
2252,5,2026-03-11,,a,False,Canadian Transportation Agency,Office des transports du Canada,CTA,OTC,Canadian Transportation Agency,Office des transports du Canada,https://www.otc-cta.gc.ca/eng/publication/sources-federal-government-and-employee-information,200.0,https://www.otc-cta.gc.ca/fra/publication/sources-de-renseignements-du-gouvernement-federal-et-sur-les-fonctionnaires-federaux-201,200.0,https://www.otc-cta.gc.ca/eng,https://www.otc-cta.gc.ca/fra,cta-otc,99.0,40.0,ATN,ATN00,exact,,exact,,gc:2252,https://otc-cta.gc.ca/publication/sources-federal-government-and-employee-information,https://otc-cta.gc.ca/publication/sources-de-renseignements-du-gouvernement-federal-et-sur-les-fonctionnaires-federaux-201
2253,3,2026-03-11,,a,False,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,CSE,CST,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,https://www.cse-cst.gc.ca/en/transparency-transparence/atip-aiprp/infosource,200.0,https://www.cse-cst.gc.ca/fr/transparency-transparence/atip-aiprp/infosource,200.0,www.cse-cst.gc.ca,www.cse-cst.gc.ca,csec-cstc,110.0,165.0,CSE,CSE00,exact,,exact,,gc:2253,https://cse-cst.gc.ca/transparency-transparence/atip-aiprp/infosource,https://cse-cst.gc.ca/transparency-transparence/atip-aiprp/infosource
2254,0,2026-03-11,,a,False,Copyright Board Canada,Commission du droit d'auteur Canada,CB,CDA,Copyright Board of Canada,Commission du droit d’auteur du Canada,https://cb-cda.gc.ca/en/transparency/access-to-information-and-privacy-acts/how-to-file-a-request,200.0,https://cb-cda.gc.ca/fr/transparence/acces-information-et-protection-des-renseignements-personnels/comment-deposer-une-demande,200.0,https://cb-cda.gc.ca/en,https://cb-cda.gc.ca/fr,cb-cda,114.0,116.0,COP,COP00,exact,,exact,,gc:2254,https://cb-cda.gc.ca/transparency/access-to-information-and-privacy-acts/how-to-file-a-request,https://cb-cda.gc.ca/transparence/acces-information-et-protection-des-renseignements-personnels/comment-deposer-une-demande
2255,26,2026-03-11,,a,False,Correctional Service Canada,Service correctionnel Canada,CSC,SCC,Correctional Service of Canada,Service correctionnel Canada,https://www.canada.ca/en/correctional-service/corporate/transparency/info-source.html,200.0,https://www.canada.ca/fr/service-correctionnel/organisation/transparence/info-source.html,200.0,www.canada.ca/correctional-service,www.canada.ca/service-correctionnel,csc-scc,117.0,53.0,PEN,PEN00,exact,,exact,,gc:2255,https://canada.ca/correctional-service/corporate/transparency/info-source.html,https://canada.ca/service-correctionnel/organisation/transparence/info-source.html
2257,1,2026-03-11,,a,False,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,CED,DEC,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,https://www.canada.ca/en/economic-development-quebec-regions/about/transparency-proactive-disclosure/infosource.html,200.0,https://www.canada.ca/fr/developpement-economique-regions-quebec/a-propos/transparence-divulgations-proactives/infosource.html,200.0,https://www.canada.ca/en/economic-development-quebec-regions.html,https://www.canada.ca/fr/developpement-economique-regions-quebec.html,ced-dec,141.0,12.0,FRD,FRD00,exact,,exact,,gc:2257,https://canada.ca/economic-development-quebec-regions/about/transparency-proactive-disclosure/infosource.html,https://canada.ca/developpement-economique-regions-quebec/a-propos/transparence-divulgations-proactives/infosource.html
2258,0,2026-03-11,,a,False,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,FedDev Ontario,FedDev Ontario,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,http://www.feddevontario.gc.ca/eic/site/723.nsf/eng/01754.html,,http://www.feddevontario.gc.ca/eic/site/723.nsf/fra/01754.html,,www.feddevontario.gc.ca,www.feddevontario.gc.ca,feddevontario,150.0,62.0,ESO,ESO00,exact,,exact,,gc:2258,https://feddevontario.gc.ca/eic/site/723.nsf/01754.html,https://feddevontario.gc.ca/eic/site/723.nsf/01754.html
2259,0,2026-03-11,,a,False,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,FCAC,ACFC,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,https://www.canada.ca/en/financial-consumer-agency/corporate/transparency/infosource.html,200.0,https://www.canada.ca/fr/agence-consommation-matiere-financiere/organisation/transparence/infosource.html,200.0,www.fcac.gc.ca,www.acfc.gc.ca,fcac-acfc,151.0,141.0,FNA,FNA00,exact,,exact,,gc:2259,https://canada.ca/financial-consumer-agency/corporate/transparency/infosource.html,https://canada.ca/agence-consommation-matiere-financiere/organisation/transparence/infosource.html
2260,0,2026-03-11,,a,False,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,FINTRAC,CANAFE,Financial Transactions and Reports Analysis Centre of Canada,Centre d’analyse des opérations et déclarations financières du Canada,http://www.fintrac-canafe.gc.ca/atip-aiprp/infosource-eng.asp,404.0,http://www.canafe-fintrac.gc.ca/atip-aiprp/infosource-fra.asp,404.0,www.fintrac-canafe.gc.ca,www.canafe-fintrac.gc.ca,fintrac-canafe,152.0,139.0,CFC,CFC00,exact,,exact,,gc:2260,https://fintrac-canafe.gc.ca/atip-aiprp/infosource-eng.asp,https://canafe-fintrac.gc.ca/atip-aiprp/infosource-fra.asp
2261,7,2026-03-11,,a,False,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,IRB,CISR,Immigration and Refugee Board of Canada,Commission de l’immigration et du statut de réfugié du Canada,https://irb-cisr.gc.ca/en/transparency/atip/Pages/infosource.aspx,200.0,https://irb-cisr.gc.ca/fr/transparence/efvp/Pages/infosource.aspx,200.0,www.irb-cisr.gc.ca,www.cisr-irb.gc.ca,irb-cisr,174.0,32.0,IRB,IRB00,exact,,exact,,gc:2261,https://irb-cisr.gc.ca/transparency/atip/Pages/infosource.aspx,https://irb-cisr.gc.ca/transparence/efvp/Pages/infosource.aspx
2262,0,2026-03-11,,a,False,Library and Archives Canada,Bibliothèque et Archives Canada,LAC,BAC,Library and Archives Canada,Bibliothèque et Archives Canada,http://www.bac-lac.gc.ca/eng/transparency/atip/info-source/Pages/infosource.aspx,,http://www.bac-lac.gc.ca/fra/transparence/aiprp/info-source/Pages/infosource.aspx,,library-archives.canada.ca,bibliotheque-archives.canada.ca,lac-bac,199.0,145.0,BAL,BAL00,exact,,exact,,gc:2262,https://bac-lac.gc.ca/transparency/atip/info-source/Pages/infosource.aspx,https://bac-lac.gc.ca/transparence/aiprp/info-source/Pages/infosource.aspx
2263,1,2026-03-11,,a,False,Military Grievances External Review Committee,Comité externe d'examen des griefs militaires,MGERC,CEEGM,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires,https://www.canada.ca/en/military-grievances-external-review/corporate/transparency/info-source-sources-federal-government-employee-information.html,200.0,https://www.canada.ca/fr/externe-examen-griefs-militaires/organisation/transparence/info-source-sources-renseignements-gouvernement-federal-fonctionnaires-federaux.html,200.0,www.canada.ca/en/military-grievances-external-review.html,www.canada.ca/fr/externe-examen-griefs-militaires.html,mgerc-ceegm,209.0,138.0,FCG,FCG00,exact,,exact,,gc:2263,https://canada.ca/military-grievances-external-review/corporate/transparency/info-source-sources-federal-government-employee-information.html,https://canada.ca/externe-examen-griefs-militaires/organisation/transparence/info-source-sources-renseignements-gouvernement-federal-fonctionnaires-federaux.html
