record_number,name_en,name_fr,document_types_en,document_types_fr
JUS JSS 105,Access to Justice Services in the Territories,Accès à la justice dans les territoires,"Briefing notes, conference documents, consultation documents, ministerial correspondence, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, plans, policies and procedures, contribution agreements, communiqués, reports, reference materials, presentations, meeting documents, copies of relevant legislation, statistical reports and surveys, contract and supporting documentation, audit and financial documentation, program design documentation, training materials, analysis and evaluation, and community referrals.","Notes d'information, documents de conférence, documents de consultation, correspondance ministérielle, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, discours, présentations au Conseil du Trésor, plans, politiques et procédures, ententes de contribution, communiqués, rapports, matériel de référence, présentations, documents de réunion, copies de législation relative, rapports de statistiques et sondages, contrats et documentation à l'appui, vérifications et documents financiers, documentation sur la conception du programme, matériel de formation, analyse et évaluation, et références communautaires."
JUS JSS 106,Integrated Market Enforcement Teams,Équipes intégrées d'application de la loi dans les marchés,"Briefing notes, conference documents, consultation documents, ministerial correspondence, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, plans, policies, contribution agreements, communiqués, reports, reference materials, presentations, meeting documents, copies of relevant legislation, statistical reports and surveys, contract and supporting documentation, and audit and financial documentation.","Notes d'information, documents de conférence, documents de consultation, correspondance ministérielle, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, discours, présentations au Conseil du Trésor, plans, politiques, ententes de contributions, communiqués, rapports, matériel de référence, présentations, documents de réunion, copies de législation pertinente, rapports de statistiques et sondages, contrats et documentation à l'appui, vérifications et documents financiers."
JUS JSS 107,State-Funded Counsel,Service d’avocat payé par l’État,"Briefing notes, clause-by-clause analyses, conference documents, consultation documents, ministerial correspondence, Green Papers, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, White Papers, plans, policies, agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and financial documentation.","Notes d'information, analyses article par article, documents de conférence, documents de consultation, correspondance ministérielle, Livre vert, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, discours, Livre blanc plans, politiques, ententes, communiqués, rapports, matériel de référence, présentations, documents de réunion, et vérifications et documents financiers."
JUS JSS 124,Legal Aid – Criminal,,"Briefing notes, clause-by-clause analyses, conference documents, consultation documents, ministerial correspondence, Green Papers, legal opinions, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, White Papers, plans, policies, agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and funding documentation.",
JUS JSS 108,Legal Aid – Immigration and Refugee,Aide juridique – Immigration et réfugiés,"Briefing notes, clause-by-clause analyses, conference documents, consultation documents, ministerial correspondence, Green Papers, legal opinions, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, White Papers, plans, policies, agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and funding documentation.","Notes d'information, analyses article par article, documents de conférence, documents de consultation, correspondance ministérielle, Livre vert, avis juridiques, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d’options, Questions et réponses, notes pour la Période de questions, discours, présentations au Conseil du Trésor, Livre blanc, plans, politiques, ententes, communiqués, rapports, documents de référence, présentations, documents de réunion, vérifications et documents financiers."
JUS JSS 109,Legal Aid – Impact of Race and Culture Assessments,Aide juridique – les évaluations de l’incidence de l’origine ethnique et culturelle,"Briefing notes, clause-by-clause analyses, conference documents, consultation documents, ministerial correspondence, Green Papers, legal opinions, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, White Papers, plans, policies, agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and funding documentation.","Notes d'information, analyses article par article, documents de conférence, documents de consultation, correspondance ministérielle, Livre vert, avis juridiques, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d’options, Questions et réponses, notes pour la Période de questions, discours, présentations au Conseil du Trésor, Livre blanc, plans, politiques, ententes, communiqués, rapports, documents de référence, présentations, documents de réunion, vérifications et documents financiers."
JUS JSS 110,Legal Aid – Legal Advice for Complainants of Workplace Sexual Harassment,Aide juridique – Conseils juridiques pour les plaignants de harcèlement sexuel en milieu de travail,"Briefing notes, clause-by-clause analyses, conference documents, consultation documents, ministerial correspondence, Green Papers, legal opinions, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, White Papers, plans, policies, agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and funding documentation.","Notes d'information, analyses article par article, documents de conférence, documents de consultation, correspondance ministérielle, Livre vert, avis juridiques, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d’options, Questions et réponses, notes pour la Période de questions, discours, présentations au Conseil du Trésor, Livre blanc, plans, politiques, ententes, communiqués, rapports, documents de référence, présentations, documents de réunion, vérifications et documents financiers."
JUS JSS 111,Special Advocates,Avocats spéciaux,"Briefing notes, conference documents, consultation documents, ministerial correspondence, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, plans, policies, contribution agreements, communiqués, reports, reference materials, presentations, meeting documents, copies of relevant legislation, statistical reports and surveys, contract and supporting documentation, and audit and financial documentation.","Notes d'information, documents de conférence, documents de consultation, correspondance ministérielle, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, demandes de subventions, discours, présentations au Conseil du Trésor, plans, politiques, ententes de contributions, communiqués, rapports, matériel de référence, présentations, documents de réunion, copies de législation pertinente, rapports de statistiques et sondages, contrats et documentation à l'appui, vérifications et documents financiers."
JUS JSS 112,Drug Treatment Courts,Tribunaux de traitement de la toxicomanie,"Briefing notes, conference documents, consultation documents, ministerial correspondence, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, plans, policies, contribution agreements, communiqués, reports, reference materials, presentations, meeting documents, copies of relevant legislation, statistical reports and surveys, contract and supporting documentation, and audit and financial documentation.","Notes d'information, analyses article par article, documents de conférence, documents de consultation, correspondance ministérielle, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, discours, présentations au Conseil du Trésor, plans, politiques, ententes de contributions, communiqués, rapports, matériel de référence, présentations, documents de réunion, copies de législation relative, rapports de statistiques et sondages, contrats et documentation à l'appui, vérifications et documents financiers."
JUS JSS 113,Contraventions Act Fund - Official Languages,Fonds de la Loi sur les contraventions pour les langues officielles,"Briefing notes, clause-by-clause analyses, consultation documents, ministerial correspondence, Green Papers, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, contribution agreements, White Papers, plans, policies, agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and financial documentation.","Notes d'information, analyses article par article, documents de conférence, documents de consultation, correspondance ministérielle, Livre vert, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, discours, présentations au Conseil du Trésor, ententes de contributions, Livre blanc, plans, politiques, ententes, communiqués, rapports, matériel de référence, présentations, documents de réunion, vérifications et documents financiers."
JUS JSS 114,Federal Victims Strategy,Stratégie fédérale d'aide aux victimes,"Briefing notes, impact statements, consultation documents, ministerial correspondence, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Question and Answers (Q&A), Question Period notes, funding applications, contribution agreements, White Papers, plans, policies, agreements, communiqués, fact sheets, reference materials, reviews, presentations, research reports, caselaw reviews, meeting documents, audit and financial documentation, project reports, final reports and evaluations, Treasury Board submissions, clause-by-clause analyses, conference documents, Green Papers and Option Papers.","Note d'information, études d'impact, documents de consultation, correspondance ministérielle, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, Questions et réponses, notes pour la Période des questions, demandes de subventions, ententes de contributions, Livre blanc, plans, politiques, ententes, communiqués, fiches, matériel de référence, rapports, présentations, rapports de recherche, analyse de la jurisprudence, documents de réunion, vérifications, documents financiers, rapports de projets, rapports finaux et évaluations, présentations au Conseil du Trésor, analyses article par article, documents de conférence, Livre vert et document d'options."
JUS JSS 115,Family Violence Initiative,Initiative de lutte contre la violence familiale,"Briefing notes, clause-by-clause analyses, conference documents, consultation documents, ministerial correspondence, Green Papers, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, White Papers, plans, policies, agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and financial documentation.","Notes d'information, analyses article par article, documents de consultation, correspondance ministérielle, Livre vert, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, discours, présentations au Conseil du Trésor, Livre blanc, plans, politiques, ententes, communiqués, rapports, documents de référence, présentations, documents de réunion, vérifications et documents financiers."
JUS JSS 116,Youth Justice Initiative,Initiative de justice pour les jeunes,"Briefing notes, ministerial correspondence, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, plans, policies, agreements, communiqués, reports, reference materials, presentations, meeting documents, evaluations (through statistical reports and surveys), federal-provincial- territorial documentation (such as agendas, meeting minutes and lists of members), contract and supporting documentation, and audit and financial documentation.","Notes d'information, correspondance ministérielle, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, Questions et réponses, notes pour la Période des questions, discours, présentations au Conseil du Trésor, plans, politiques, ententes, communiqués, rapports, matériel de référence, présentations, documents de réunion, évaluations (rapports et sondages statistiques), documents fédéraux-provinciaux territoriaux (y compris des ordres du jour, des procès-verbaux de réunions et des listes de membres), contrats et documents à l'appui, et vérifications et documents financiers."
JUS JSS 117,Federal Support for Family Justice Initiative,Initiative de soutein fédéral à la justice des familles,"Briefing notes, clause-by-clause analyses, conference documents, consultation documents, ministerial correspondence, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, plans, policies, contribution agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and financial documentation","Notes d'information, analyses article par article, documents de consultation, correspondance ministérielle, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, discours, présentations au Conseil du Trésor, plans, politiques, ententes de contribution, communiqués, rapports, documents de référence, présentations, documents de réunion, vérifications et documents financiers."
JUS JSS 118,Indigenous Courtwork,Assistance parajudiciaire aux Autochtones,"Briefing notes, conference documents, consultation documents, ministerial correspondence, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, plans, policies, contribution agreements, communiqués, reports, reference materials, presentations, meeting documents, copies of relevant legislation, statistical reports and surveys, contract and supporting documentation, and audit and financial documentation.","Notes d'information, documents de conférence, documents de consultation, correspondance ministérielle, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents sur les options proposées, Questions et réponses, notes pour la Période des questions, allocutions, présentations au Conseil du Trésor, plans, politiques, ententes de contribution, communiqués, rapports, documents de référence, présentations, documents de réunion, copies de textes législatifs pertinents, rapports statistiques et sondages, contrats et documents justificatifs, documents d’audit et documents financiers."
JUS JSS 119,Indigenous Justice Program,Programme de justice autochtone,"Policy related reports and position papers, briefing notes, presentations, ministerial correspondence, communication plans and products, evaluation criteria, results and reports, Cabinet confidences, federal-provincial-territorial documentation (including agendas, minutes of meetings and list of members), corporate reporting documentation, Memoranda of Understanding, policies, procedures and guidance on transfer payments, funding guides, program proposals (including objectives, budgets, plans, reports and statistics, anticipated results as well as deliverables), contribution agreements, statistical reports and surveys, contract and supporting documentation, and audit and financial documentation.","Rapports concernant les politiques et énoncés de principes, notes d'information, présentations, correspondance ministérielle, plans et produits de communication, critères d’évaluation, résultats et rapports, documents confidentiels du Cabinet, documents fédéraux-provinciaux territoriaux (y compris ordres du jour, comptes rendus de réunions et la liste des membres), rapports ministériels, protocoles d'entente, politiques, procédures et lignes directrices, paiements de transfert, guides de financement, propositions de programme (y compris objectifs, budgets, plans, rapports et statistiques, résultats prévus et livrables), ententes de contribution, rapports statistiques et sondages, les contrats et documents justificatifs, documents d’audit et documents financiers."
JUS JSS 120,Indigenous Partnership Fund,Fonds pour les partenariats avec les Autochtones,"Briefing notes, ministerial correspondence, letters, memoranda, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, plans, policies, contribution agreements, grant agreements, reports, reference materials, presentations, meeting documents, copies of relevant legislation, contract and supporting documentation, and financial documentation.","Notes d'information, correspondance ministérielle, lettres, notes de service, mémoires au Cabinet, documents sur les options proposées, Questions et réponses, présentations au Conseil du Trésor, plans, politiques, ententes de contribution, accords de subvention, rapports, documents de référence, présentations, documents de réunion, copies de textes législatifs pertinents, contrats et documents justificatifs, et documents financiers."
JUS JSS 121,Justice Partnership and Innovation,Programme Juridique des partenariats et l’innovation,"Briefing notes, clause-by-clause analyses, conference documents, consultation documents, ministerial correspondence, Green Papers, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, White Papers, plans, policies, contribution agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and financial documentation.","Notes d'information, analyses article par article, documents de conférence, documents de consultation, correspondance ministérielle, Livre vert, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, discours, présentations au Conseil du Trésor, Livre blanc, plans, politiques, ententes de contribution, communiqués, rapports, matériel de référence, présentations, documents de réunion, vérifications et documents financiers."
JUS JSS 122,Access to Justice in Both Official Languages Initiative,Initiative d'accès à la justice dans les deux langues officielles,"Bills, briefing notes, clause-by-clause analyses, consultation documents, ministerial correspondence, letters, memoranda, Memoranda of Understanding, Memoranda to Cabinet, Options Papers, Question and Answers (Q&A), Question Period notes, speeches, Treasury Board submissions, contribution agreements, White Papers, plans, policies, agreements, communiqués, reports, reference materials, presentations, meeting documents, and audit and financial documentation.","Projets de loi, notes d'information, analyses article par article, documents de consultation, correspondance ministérielle, lettres, notes de service, protocoles d'entente, mémoires au Cabinet, documents d'options, Questions et réponses, notes pour la Période des questions, discours, présentations au Conseil du Trésor, ententes de contribution, Livre blanc, plans, politiques, ententes, communiqués, rapports, matériel de référence, présentations, documents de réunion et documents financiers et de vérifications."
JUS JSS 123,"Reviews, Inquiries and Recommendations","Examens, demandes et recommandations","Presentations, communications documentation, reports, correspondence, analysis documentation, case reviews/summaries, interviews, waiver and consent forms, activity logs, memoranda, briefing notes, meeting documents, findings and recommendations.","Présentations, documentation de communications, rapports, correspondance, documentation d'analyse, revues/résumés de cas, entrevues, formulaires d'autorisation et de consentement, registre d'activités, notes de service, notes d’information, documents de réunions, résultats, et recommandations."
JUS IS 100,Justice Recruitment and Staffing,Recrutement et dotation de justice,"Employment opportunity advertisements, application forms and questionnaires, procedures, standardized or in-house exams, model interview questions and answers, reference check tools, recorded interviews/tests, information within automated or Web-based application tools, rating guides, board member assessment, ratings and results, board report and selection decisions, procedures, checklists and staffing letters, inventories and pools of qualified or partially qualified candidates, inquiries and responses, second language evaluation results, etc.","Annonces de possibilités d’emploi, formulaires de demande et questionnaires, procédures, examens standardisés ou internes, modèles de questions et réponses d’entrevues, outils de vérification des références, entrevues et tests enregistrés, renseignements contenus dans les outils de demandes automatisés ou sur le Web, guides d’évaluation, évaluations des membres du conseil, notes et résultats, rapports du conseil et décisions de sélection, procédures, listes de contrôle et lettres de dotation, répertoires et bassins de candidats qualifiés ou partiellement qualifiés, demandes de renseignements et réponses, résultats aux tests d’évaluations de langue seconde, etc."
JUS IS 101,Social Media Monitoring,Surveillance des médias sociaux,"Social media posts, forum discussions, blog posts, news articles, announcements, profiles, biographies, speeches, keywords, and reports.","Publications sur les réseaux sociaux, discussions sur les forums, articles de blog, articles de presse, annonces, profils, biographies, discours, mots-clés et rapports."
